DATE-YMD,Temperature,Salinity,Oxygen,Turbidity,AirTemp
8/19/2001,29.6604,32.2792,3.7812,13.4792,25.225
8/20/2001,29.3667,30.8604,3.6479,21.6042,25.9458
8/21/2001,29.6896,30.375,3.6979,23.4375,27.1583
8/22/2001,30.0229,32.3917,3.7146,40.0417,26.5562
8/23/2001,30.1,32.7362,3.6468,45.2128,26.017
8/24/2001,29.8063,32.5812,3.4042,38.6667,27.3896
8/25/2001,29.6542,32.3667,3.4563,26.2292,25.6146
8/26/2001,29.3298,32.8277,3.6851,25.2979,25.3426
8/27/2001,29.4298,33.2681,3.8128,48.8723,27.2532
8/28/2001,29.7578,33.8711,4.4467,21.2222,29.1044
8/29/2001,29.8844,33.8422,4.34,19.4444,27.96
8/30/2001,29.62,33.8978,4.3178,24.4222,26.94
8/31/2001,29.7111,33.2622,4.4822,32.9333,27.4333
9/1/2001,28.8283,31.9609,4.4804,28.5652,26.1022
9/2/2001,28.8468,32.6,4.3915,32.1915,25.2532
9/3/2001,28.9604,31.8667,4.5604,34.2917,24.7812
9/4/2001,28.5125,32.3083,4.1854,38.8542,24.7896
9/5/2001,28.7622,32.3644,4.0356,32.0667,25.2356
9/6/2001,28.7956,32,4.4956,22.0889,25.4565
9/7/2001,28.0936,32.1277,4.8383,19.7872,24.7957
9/8/2001,28.2467,32.3067,4.7889,17.3778,25.8333
9/9/2001,28.3227,32.2977,4.6659,14.0909,26.0159
9/10/2001,28.675,32.2,4.275,14.7955,26.1477
9/11/2001,28.6087,32.0935,3.8,15.0652,24.6761
9/12/2001,27.6844,32.3289,4.1956,23.0222,24.2156
9/13/2001,26.5632,32.4737,4.5579,22.1053,23.7587
9/14/2001,                    ,                    ,                    ,                    ,23.1104
9/15/2001,                    ,                    ,                    ,                    ,19.1125
9/16/2001,                    ,                    ,                    ,                    ,19.1875
9/17/2001,                    ,                    ,                    ,                    ,20.2229
9/18/2001,                    ,                    ,                    ,                    ,21.1063
9/19/2001,                    ,                    ,                    ,                    ,22.5021
9/20/2001,26.4083,33.5708,5.6167,73.4167,24.4062
9/21/2001,26.7854,33.9208,5.0375,54.1458,25.5042
9/22/2001,27.3848,33.987,4.8413,41.2174,25.2217
9/23/2001,27.5391,34.0457,4.6022,31.6087,24.8848
9/24/2001,27.3468,33.6064,4.4021,31.0851,23.9106
9/25/2001,26.566,33.3936,4.1787,17.4043,20.5511
9/26/2001,25.0319,33.5404,4.4511,18.5532,17.6851
9/27/2001,24.6787,33.6553,4.6468,19.8511,19.8681
9/28/2001,24.3468,33.7745,4.8574,24.6383,20.217
9/29/2001,22.6729,33.9646,5.3521,24.5208,16.5688
9/30/2001,21.5104,34.0292,5.7833,28,15.9
10/1/2001,20.82,33.992,5.644,32.56,15.6167
10/2/2001,                    ,                    ,                    ,                    ,18.9667
10/3/2001,23.3965,40.4138,6.3345,31.0345,20.6938
10/4/2001,23.3188,40.2438,5.6958,26.2708,20.9479
10/5/2001,24.113,40.2174,5.4239,22.2826,22.1891
10/6/2001,24.3808,40.0149,5.0936,19.4468,23.3638
10/7/2001,23.1638,39.9255,5.5638,20.2979,15.7362
10/8/2001,21.6362,40.1426,5.9,22.383,15.6319
10/9/2001,20.6468,40.3426,6.1404,26.3191,16.6617
10/10/2001,20.9808,40.4021,5.8915,29.4681,19.9745
10/11/2001,21.6696,40.2891,5.6478,29.8478,21.1478
10/12/2001,22.0875,40.1042,5.5312,35.3542,21.1042
10/13/2001,22.5851,40.1787,5.434,48.4255,23.0532
10/14/2001,23.0729,40.0875,5.2396,66.0417,23.5396
10/15/2001,22.4894,40.0319,5.466,59.9574,19.183
10/16/2001,22.2667,40.2687,5.6896,70.0833,19.2937
10/17/2001,20.4625,40.4896,6.0854,52.1667,12.0542
10/18/2001,19.6521,40.5083,6.2229,44.25,13.5125
10/19/2001,19.9104,36.9167,6.2604,46.4375,18.4021
10/20/2001,21.3417,32.9167,5.7917,42.5208,20.0292
10/21/2001,22.0894,32.8638,5.5191,36.5957,21.9319
10/22/2001,22.9851,32.8617,5.2915,31.7872,22.9787
10/23/2001,23.5298,32.8851,5.1681,28.3404,22.8319
10/24/2001,23.937,32.8739,4.963,23.1304,23.5674
10/25/2001,24.066,32.8447,4.6298,12.9362,24.1936
10/26/2001,21.1609,32.7478,5.263,11.2826,16.9304
10/27/2001,18.7745,33.0766,5.7277,14.2553,10.5234
10/28/2001,16.6771,33.3563,6.1813,15.5625,8.3375
10/29/2001,16.275,33.3896,6.3875,19.0417,10.0771
10/30/2001,16.3458,33.3104,6.4042,19.5417,11
10/31/2001,17.0458,33.1167,6.3833,21.2292,15.7896
11/1/2001,18.4447,32.9383,6.1234,28.1915,20.2872
11/2/2001,19.966,32.6872,5.8085,29.6596,21.6638
11/3/2001,20.6851,32.8447,5.5702,29.9787,20.0277
11/4/2001,20.783,32.7085,5.4447,27.7234,18.8298
11/5/2001,19.3638,32.6489,5.683,30.4468,15.4872
11/6/2001,17.8447,32.6936,5.966,31.1489,10.8489
11/7/2001,17.5213,34.0362,6.2149,23.4681,11.834
11/8/2001,17.8192,34.8681,6.3681,24,14.5894
11/9/2001,17.9844,34.92,6.2978,19.5556,15.56
11/10/2001,17.6,35.025,6.5938,26.375,14.2083
11/11/2001,17.666,35.0809,6.5489,27.9362,15.6596
11/12/2001,17.3083,35.2208,6.725,34.8333,14.075
11/13/2001,16.3167,35.3125,7.1083,54.1042,13.8792
11/14/2001,16.1792,35.2625,6.9,57.8125,15.0271
11/15/2001,16.4604,35.1125,6.8479,69.125,18.2583
11/16/2001,16.8106,35.1362,6.866,77.7447,18.7
11/17/2001,17.1021,35.1915,6.617,58.1064,17.4277
11/18/2001,17.2383,35.2936,6.4277,44.8085,14.7894
11/19/2001,17.8587,35.2283,5.9109,37.587,16.987
11/20/2001,18.2065,35.1304,5.5674,25.3696,17.137
11/21/2001,17.1867,35.1445,6.2311,25.1556,11.4911
11/22/2001,16.3022,35.1739,6.2696,15.1957,12.1413
11/23/2001,16.8422,35.0622,5.8333,12.4667,16.9467
11/24/2001,17.913,34.987,5.4174,11.6739,20.8761
11/25/2001,18.4636,34.7977,5.25,12.7727,20.4045
11/26/2001,18.7267,34.7533,5.16,14.3111,20.0733
11/27/2001,18.9432,34.7227,5.1432,16.4091,19.3977
11/28/2001,19.1533,34.7733,5.2333,23.9778,19.3044
11/29/2001,19.6362,34.7894,5.1319,31.0851,20.1213
11/30/2001,20.0404,34.817,5.0106,36.2766,20.7702
12/1/2001,20.1809,34.7596,4.8234,40,19.3468
12/2/2001,19.9896,34.6875,5.0521,34.3542,17.25
12/3/2001,18.7511,35.2447,5.8723,38.1489,12.6104
12/4/2001,17.9375,35.5479,6.5354,40.2917,15.1229
12/5/2001,18.8435,35.4739,6.4804,42.7391,17.8391
12/6/2001,19.1065,35.3913,6.2543,35.2826,18.3217
12/7/2001,19.5522,35.3804,6.0283,30.2609,17.9674
12/8/2001,19.2913,35.1217,5.987,31.1739,17.9956
12/9/2001,19.7396,35.0042,5.8479,30.0833,19.9104
12/10/2001,18.2319,33.966,6.5106,48.8085,13.734
12/11/2001,17.45,33.7917,6.3312,42.7917,12.1771
12/12/2001,17.4854,34.3229,6.275,49.75,15.0521
12/13/2001,18.4,34.425,6.2812,51.4167,18.0708
12/14/2001,19.1271,34.2708,6.05,41.1875,19.8875
12/15/2001,19.4354,34.1854,6.1625,29.9583,18.6896
12/16/2001,18.0812,34.375,6.6333,30.8333,14.1729
12/17/2001,18.3625,34.4042,6.7062,32.3958,18.2313
12/18/2001,18.4149,34.1638,6.6,16.766,15.2
12/19/2001,17.6553,34.434,6.7404,15.6809,12.3936
12/20/2001,16.4574,34.6255,6.9809,9.7872,10.466
12/21/2001,15.3915,34.6064,7.2511,7.0426,6.9468
12/22/2001,14.8553,34.6085,7.5128,6.5106,8.7085
12/23/2001,15.3978,34.6239,7.3217,6.587,15.1478
12/24/2001,15.2617,34.6021,7.2468,7.3404,13.2532
12/25/2001,13.383,34.3745,7.7383,5.6383,5.734
12/26/2001,11.9167,34.4583,8.1771,8.875,5.1417
12/27/2001,10.4604,34.0917,8.6167,10.1875,5.0125
12/28/2001,10.6362,34.2149,8.6957,10.6383,8.9255
12/29/2001,11.7667,34.3083,8.4812,12.4375,13.3479
12/30/2001,11.5729,34.3708,8.4792,14.375,6.8938
12/31/2001,10.9792,34.3896,8.4958,15.4583,6.1792
1/1/2002,10.7729,34.375,8.6312,13.75,5.5313
1/2/2002,8.9438,34.0938,8.0813,8.25,1.3417
1/3/2002,                    ,                    ,                    ,                    ,0.0646
1/4/2002,                    ,                    ,                    ,                    ,0.8063
1/5/2002,                    ,                    ,                    ,                    ,2.4771
1/6/2002,                    ,                    ,                    ,                    ,11.0708
1/7/2002,8.0944,32.5,8.9778,7.5556,5.6667
1/8/2002,7.5188,33.2313,9.0646,7.0417,2.5125
1/9/2002,7.7146,33.5062,9.1333,7.6875,6.4146
1/10/2002,8.9717,33.5565,9.0913,7,12.4761
1/11/2002,10.0891,33.7174,9.0152,7.2609,13.8196
1/12/2002,10.166,34.0511,8.8489,10.2553,10.5383
1/13/2002,10.3532,29.4787,8.9447,36.4681,7.9468
1/14/2002,9.8319,31.9043,8.666,10.4255,7.5468
1/15/2002,10.6447,31.6085,8.7489,9.1915,9.4787
1/16/2002,10.6064,32.683,8.8936,7.4255,7.7915
1/17/2002,10.9553,33.0745,8.8745,6.8511,8.8426
1/18/2002,11.0756,33.1133,8.8156,5.9778,11.5444
1/19/2002,12.2022,33.3978,8.6289,7.0667,15.1511
1/20/2002,12.4119,33.1071,8.3024,6.4762,10.2095
1/21/2002,12.1152,33.2522,7.9413,5.7609,11.9804
1/22/2002,11.9,33.5304,8.2935,6.1739,10.337
1/23/2002,13.1848,34.1348,8.0304,8.587,16.9152
1/24/2002,14.0186,33.8,7.7395,10.8837,17.4744
1/25/2002,14.0386,33.2023,7.425,14.7045,14.8432
1/26/2002,12.9413,33.8,7.6152,22,11.513
1/27/2002,13.4872,33.9447,7.5234,28.8298,15.5745
1/28/2002,14.566,34.0277,7.4617,31.5745,16.0426
1/29/2002,14.9809,34.1809,7.4532,29.383,15.9787
1/30/2002,15.8255,34.2809,7.2894,26.8298,16.7383
1/31/2002,16.7532,34.3213,7.0404,27.8511,17.9596
2/1/2002,17.2146,34.2229,6.8375,24.3542,19.2646
2/2/2002,16.7063,34.2729,6.8708,22.5833,13.6708
2/3/2002,14.4553,34.6659,7.1745,25.9149,9.3915
2/4/2002,13.1896,34.4146,7.4563,20,8.9458
2/5/2002,11.4208,33.95,8.0354,12.375,3.3646
2/6/2002,11.3562,33.7292,7.8667,14.4167,7.625
2/7/2002,12.2583,31.3583,7.5167,25.5208,12.0958
2/8/2002,11.75,31.4562,7.9354,12.3333,7.9167
2/9/2002,12.1521,32.3667,8.1354,14.5833,11.2125
2/10/2002,13.8532,32.5596,7.8787,24.5532,16.734
2/11/2002,14.0644,31.9178,7.7933,16.7333,11.7711
2/12/2002,13.7043,32.417,8.0362,19.0638,9.7723
2/13/2002,12.9936,32.3447,7.9915,13.2766,8.9106
2/14/2002,13.2298,32.6468,8.1298,18.2766,9.9766
2/15/2002,12.8298,32.4766,8.0596,18.3404,10.1106
2/16/2002,13.7319,32.0085,7.9426,12.5106,12.2149
2/17/2002,13.1208,31.6875,8.0146,9.3333,11.5583
2/18/2002,12.2957,31.7745,8.3766,6.7447,5.8596
2/19/2002,12.3587,32.0913,8.6761,6.3913,9.2609
2/20/2002,13.7191,32.5149,8.3021,7.1489,16.4574
2/21/2002,14.9894,31.7766,7.8106,7.1489,16.566
2/22/2002,14.283,31.8596,7.7553,7,12.5574
2/23/2002,13.65,31.9739,7.637,9.0652,10.5565
2/24/2002,12.6826,32.8109,8.1304,24.3696,9.3609
2/25/2002,13.2208,32.8917,7.9854,35.8958,9.9271
2/26/2002,14.4833,33.1354,7.7667,38.3958,14.5708
2/27/2002,12.9298,32.6617,8.0234,29.2766,4.1809
2/28/2002,10.7957,32.9596,8.6745,26.5319,1.6064
3/1/2002,11.4458,33.1667,8.5875,27.5625,6.0854
3/2/2002,12.0936,32.7468,7.9894,41.1702,15.1064
3/3/2002,13.8979,30.2723,7.3723,50.7021,15.9383
3/4/2002,11.5708,30.5688,8.1188,19.3333,3.9896
3/5/2002,10.4458,31.5667,8.5229,13.7083,3.25
3/6/2002,11.2396,32.2583,8.4188,14.2708,8.4812
3/7/2002,12.5583,32.4229,8.2292,12.7083,13.475
3/8/2002,14.0188,32.5937,8.0125,12.0208,17.1229
3/9/2002,15.5021,32.5936,7.7404,13.8511,18.7532
3/10/2002,16.2702,32.1936,7.6617,15.234,17.0979
3/11/2002,14.7304,32.7413,7.6391,22.3261,12.1413
3/12/2002,14.9383,32.8574,7.1702,44.7234,16.434
3/13/2002,16.3362,31.5787,6.966,45.3191,15.8787
3/14/2002,16.8957,31.413,7.1413,19.5652,15.4435
3/15/2002,17.8826,31.6326,6.9935,24.1522,17.5717
3/16/2002,18.3511,31.5213,6.6319,18.766,20.6064
3/17/2002,19.1978,31.6413,6.5065,17.1087,21.5304
3/18/2002,19.5043,31.7565,6.387,16.1304,21.4326
3/19/2002,19.6727,32.025,6.4386,16.5227,19.1682
3/20/2002,19.937,32.3435,6.2565,15.6087,21.1848
3/21/2002,19.5533,31.6178,5.4667,13.2667,17.1
3/22/2002,17.9957,31.7362,6.334,23.3191,10.2915
3/23/2002,16.7021,32.0979,6.5479,16.9583,9.7583
3/24/2002,17.4875,32.0312,6.4646,20.3542,14.4833
3/25/2002,18.6043,32.4553,6.5532,24.1489,18.7149
3/26/2002,19.9391,32.9674,6.3935,41.1087,20.2587
3/27/2002,20.5109,33.0174,6.2326,45.8696,18.5826
3/28/2002,19.9702,33.817,6.1787,72.2979,15.7766
3/29/2002,20.2766,34.3,6.2745,86.3617,18.6447
3/30/2002,21.1062,34.3771,5.9708,73.6042,21.5312
3/31/2002,21.8085,34.3043,5.6851,59.3404,20.9872
4/1/2002,21.7511,33.0979,5.5915,46.9149,18.7043
4/2/2002,21.8896,33.8229,5.6104,38.4375,19.2396
4/3/2002,22.5435,33.7848,5.4565,24.087,22.05
4/4/2002,21.1447,33.6489,5.2511,13.383,16.4404
4/5/2002,19.6396,34.1271,5.9896,20.4792,13.3313
4/6/2002,18.7333,34.1479,6.1521,20.1667,12.5458
4/7/2002,18.1125,34.1313,6.4479,14.9167,14.3042
4/8/2002,19.017,34.0979,6.3872,16.2766,19.8872
4/9/2002,20.5191,33.7489,6.1532,12.1277,21.4936
4/10/2002,20.4,32.1289,5.62,16.4889,18.76
4/11/2002,19.9792,32.4458,5.8375,31.0208,18.3146
4/12/2002,20.3043,32.9319,5.8596,32.4894,19.9277
4/13/2002,21.3239,33.0609,5.9283,36.5,20.6935
4/14/2002,22.5851,33.1319,5.7319,32.0851,21.7957
4/15/2002,23.1636,32.9977,5.2886,24.8864,22.0773
4/16/2002,23.8125,32.9225,5.2975,20.95,22.6875
4/17/2002,24.6523,32.8932,5.2932,18.4318,23.2977
4/18/2002,25.02,32.9311,5.38,21.4444,23.74
4/19/2002,24.9348,32.837,5.0913,12.8261,24.0783
4/20/2002,25.1936,32.8596,4.8298,12.0851,26.2255
4/21/2002,25.587,33.1065,4.5283,38.0435,26.913
4/22/2002,25.3125,33.5979,4.9792,20.7708,26.4437
4/23/2002,23.2804,34.2957,5.4652,39.8261,19.8391
4/24/2002,23.4489,34.9596,5.3915,50.9787,21.3085
4/25/2002,23.9915,35.0255,5.2426,53.4894,24.4596
4/26/2002,23.6167,35.0792,5.4396,59.3958,19.9
4/27/2002,22.9479,35.2396,5.3646,70.0417,19.6167
4/28/2002,24.5458,35.2062,5.1354,62.6667,24.7708
4/29/2002,25.0021,35.1042,5.0229,38.4792,27.4625
4/30/2002,22.617,35.1404,4.9447,33.6809,19.4766
5/1/2002,23.6396,35.0792,4.7188,25.75,23.5917
5/2/2002,24.4896,34.8688,4.7938,19.3125,26.0125
5/3/2002,25.2152,34.7109,4.7217,11.1522,26.0087
5/4/2002,25.1696,34.7435,4.6413,9.8261,22.1783
5/5/2002,24.0131,34.4304,4.8348,14.1957,17.2652
5/6/2002,24.0875,34.825,4.9542,12.9167,20.5562
5/7/2002,25.1356,34.9356,5.4044,11.2,24.0178
5/8/2002,25.7563,34.7937,5.4354,12.6875,25.1021
5/9/2002,26.0043,34.9478,5.3283,16.4348,25.3304
5/10/2002,26.3465,35.0884,5.1093,17.6047,25.6116
5/11/2002,27.1822,35.3911,5.0467,24,25.4667
5/12/2002,27.3911,35.5556,4.9533,22.4667,25.0689
5/13/2002,27.2277,35.4149,4.9426,22.3404,25.9979
5/14/2002,26.0083,35.2979,5.2521,22.0417,20.2333
5/15/2002,24.8652,35.5152,5.2522,65.8696,19.9217
5/16/2002,24.6978,35.6043,5.2717,14.7826,22.4543
5/17/2002,25.1556,35.5667,5.1178,11.4444,24.9667
5/18/2002,25.2341,34.0432,4.3455,18.4318,22.8159
5/19/2002,22.0043,31.734,4.9511,30.617,12.8234
5/20/2002,21.0979,33.9426,5.4766,37.4894,14.8872
5/21/2002,21.2229,34.6833,5.5083,35.6667,16.5958
5/22/2002,20.5739,34.9435,6.1087,42.1739,17.287
5/23/2002,21.0957,34.6362,6.0106,46.4894,18.6489
5/24/2002,22.5435,34.287,5.6043,42.3478,20.9652
5/25/2002,23.9575,34.2575,5.2362,36.617,22.9702
5/26/2002,24.817,34.3106,5.017,32.6809,23.1468
