DATE,Temperature,Salinity,Oxygen,Turbidity,AirTemp,WindSpeed
10/17/2002,14.8542,27.8917,9.1125,2.375,11.7958,1.8208
10/18/2002,15.3042,28.9583,9.6417,2.4167,9.6375,1.5542
10/19/2002,15.3792,27.6167,10.9708,2.3333,12.5917,2.1333
10/20/2002,15.225,27.3667,10.775,3.3333,11.0792,1.9208
10/21/2002,15.2043,29.2787,9.9319,2.383,7.0234,1.2298
10/22/2002,15.2583,29.6021,10.7021,2.6875,4.9083,1.4667
10/23/2002,14.6708,29.3937,10.4521,3.25,3.7229,1.5771
10/24/2002,13.3854,29.5646,11.3417,3.3542,4.1896,1.3687
10/25/2002,12.8313,29.5479,12.5167,3.25,5.7771,1.1479
10/26/2002,12.2688,29.1688,12.3063,3.3333,10.5417,4.3333
10/27/2002,12.0125,29.6188,12.3625,3.125,9.6083,2.2458
10/28/2002,12.5042,29.4792,13.2854,3.1458,6.9146,1.7833
10/29/2002,12.3729,29.4083,13.4167,3.1875,3.5688,1.7354
10/30/2002,11.225,29.4667,13.7292,2.5208,3.9417,1.1854
10/31/2002,10.6319,30.4064,11.4532,2.3404,3.5213,1.2085
11/1/2002,10.9708,29.6208,10.8833,2,6.4255,2.2064
11/2/2002,10.6271,29.3333,10.4062,1.625,0.6229,2.7354
11/3/2002,9.3854,30.2271,9.9833,1.1875,-0.0083,1.1458
11/4/2002,8.8229,29.8667,9.9375,1.2292,4.1021,1.0208
11/5/2002,8.3792,30.2896,10.3021,1.0833,4.7333,1.5125
11/6/2002,8.4792,30.5479,9.7667,0.5417,8.4417,4.0458
11/7/2002,8.6125,29.7854,9.5625,0.6458,3.2021,3.8354
11/8/2002,8.5958,28.2917,9.85,0.8542,7.9917,2.2313
11/9/2002,9.1,27.2792,9.8375,0.9583,13.1146,2.3542
11/10/2002,10.0854,26.9687,9.6521,1.25,15.2937,2.6375
11/11/2002,12.7149,22.5936,9.2979,0.5745,17.1894,3.1915
11/12/2002,13.7312,28.5188,7.5458,1.6042,11.8708,1.8917
11/13/2002,13.0375,28.6438,6.25,2.0625,8.0813,2.7958
11/14/2002,11.9667,29.2208,8.1229,1.6667,6.4729,2.0604
11/15/2002,12.1354,27.5229,10.025,1.7083,11.9583,1.9833
11/16/2002,11.6729,28.6604,8.5521,2.5625,6.8896,2.4563
11/17/2002,10.2792,28.8271,7.8667,1.9574,8.4729,3.6875
11/18/2002,9.7583,23.6458,8.8375,2.875,5.225,4.8562
11/19/2002,9.4854,26.1271,8.8542,1.5625,4.6813,1.4271
11/20/2002,9.0833,27.7646,10.5812,0.875,7.8104,0.8042
11/21/2002,9.1583,28.7042,10.6167,1.1875,7.5417,1.2625
11/22/2002,9.2292,28.7896,9.1646,0.5532,10,1.7792
11/23/2002,9.2104,25.1521,9.1917,1.0625,4.8229,4.8271
11/24/2002,8.7083,21.3938,9.2875,1.4792,5.5688,4.6354
11/25/2002,8.5458,27.0938,10.6562,0.8958,7.1375,1.5646
11/26/2002,7.9646,28.9958,11.2083,1,5.6479,2.3
11/27/2002,8.175,29.1917,10.4563,1.0833,0.4396,3.7562
11/28/2002,7.0292,28.9458,9.9083,0.8333,-4,4.0833
11/29/2002,6.2271,28.3729,11.3062,0.9167,1.9187,2.8229
11/30/2002,5.5708,27.8813,10.3729,0.7917,8.3958,1.9417
12/1/2002,5.6125,27.6896,10.7458,0.7708,0.9458,4.8229
12/2/2002,5.4083,24.3958,11.0104,0.7917,1.8521,3.1479
12/3/2002,4.5833,28.4062,11.2188,0.5625,-4.8909,4.6813
12/4/2002,3.7833,28.4875,10.8667,0.5625,-3.725,2.9833
12/5/2002,2.725,28.7875,10.5437,0.1458,-2.9438,1.8083
12/6/2002,1.9583,29.725,10.4833,0.0208,-2.5521,2.2125
12/7/2002,2.5104,29.3938,10.8917,0.375,0.2792,1.9458
12/8/2002,3.0875,28.3563,11.1271,0.1042,3.6167,2.8667
12/9/2002,3.3771,28.5063,11.5646,0.5208,-4.1231,2.3646
12/10/2002,3.2688,27.8312,11.6667,0.4375,0.2417,1.4
12/11/2002,2.6521,28.9396,12.3479,0.9583,2.3896,2.3479
12/12/2002,3.4292,28.5062,11.3729,0.3542,4.5521,3.8938
12/13/2002,4.0812,28.8646,11.4021,0.0625,3.1792,1.3521
12/14/2002,4.4521,28.4771,11.5,0.2917,7.025,3.4833
12/15/2002,4.9625,28.0062,10.9208,0,4.8104,3.175
12/16/2002,5.2021,28.1042,11.3854,0.1042,1.4479,2.4542
12/17/2002,4.4062,27.9479,10.7917,0.1667,-3.6021,3.4667
12/18/2002,3.95,28.2917,11.5979,0.4583,-2.2896,1.8458
12/19/2002,4.3458,26.9896,12.3667,0.25,2.9,1.7104
12/20/2002,3.9813,27.7208,11.8771,0.125,8.6729,2.5979
12/21/2002,5.0458,26.1354,11.0292,0.1042,5.0333,3.6521
12/22/2002,5.2854,27.0875,11.0917,0.1875,6.1354,2.6188
12/23/2002,4.8354,27.4146,10.9604,0.1458,3.9167,3.025
12/24/2002,4.7708,27.3396,10.9896,0.25,1.3792,2.6583
12/25/2002,3.8625,28.4292,10.8479,0.1667,3,3.5854
12/26/2002,3.9604,27.1542,10.5708,0.6667,-0.4521,5.2833
12/27/2002,3.6208,27.5667,11.0417,0.8333,-2.1271,2.3063
12/28/2002,3.2875,27.6792,11.6167,0.7917,-1.6125,1.5292
12/29/2002,3.4062,28.2396,11.6479,0.7083,0.6937,2.8146
12/30/2002,3.7708,27.8979,11.8958,0.8125,-1.425,2.1958
12/31/2002,3.5021,27.6917,11.0813,0.625,4.3708,2.0938
1/1/2003,3.35,28.1188,10.3833,0.625,5.5851,1.9574
1/2/2003,3.4396,26.8562,9.6646,1.4375,-0.0292,3.85
1/3/2003,2.6812,28.4563,9.5083,1.2708,2.175,3.1479
1/4/2003,3.0479,27.9979,9.7687,0.9792,2.0479,3.6417
1/5/2003,3.5271,27.5,10.3271,0.9167,-0.9521,1.4792
1/6/2003,3.2646,28.05,10.0104,0.5,-0.9375,1.0854
1/7/2003,3.2396,28.7375,9.9,0.4583,-2.8478,3.5348
1/8/2003,3.108,28.64,10.04,0.08,-0.2021,2.55
1/9/2003,                    ,                    ,                    ,                    ,3.2354,1.9271
1/10/2003,                    ,                    ,                    ,                    ,1.9854,2.6708
1/11/2003,                    ,                    ,                    ,                    ,-2.2729,3.3354
1/12/2003,                    ,                    ,                    ,                    ,-1.6354,3.8396
1/13/2003,3.2136,25.0273,15.7727,1.3182,-0.1042,3.4896
1/14/2003,2.2646,26.9417,14.2146,1.1875,-5.5935,3.4
1/15/2003,1.6646,27.8104,13.8229,1.6875,-5.635,3.0021
1/16/2003,1.7937,27.4708,13.6542,1.4167,-4.6333,3.2271
1/17/2003,1.1396,28.2875,13.2104,1.5,-4.0604,2.4333
1/18/2003,0.7167,28.9687,12.1104,1.1667,-6.8615,2.3104
1/19/2003,0.3042,28.4833,12.3917,0.9167,-5.14,1.9917
1/20/2003,0.4583,27.4896,12.2229,1.4583,-3.3596,4.0792
1/21/2003,0.8021,22.9292,11.8083,4.375,-6.8615,5.6979
1/22/2003,0.7333,19.625,11.6667,9.4167,-7.4333,6.1271
1/23/2003,0.2375,25.1646,12.4979,2.4167,                    ,3.7771
1/24/2003,-0.3167,28.6833,12.875,1.2083,-5.592,4.4458
1/25/2003,0.1083,27.375,13.2458,1.1042,-4.7848,1.9958
1/26/2003,0.1854,28.0021,13.6125,0.8125,-0.8771,1.175
1/27/2003,0.5375,27.3542,13.7104,0.8333,-4.6912,4.4417
1/28/2003,0.9625,25.1937,13.6958,1.5208,-6.7,2.8375
1/29/2003,0.7542,24.8042,13.4625,1.4375,-4.2625,0.9125
1/30/2003,0.5146,25.4271,12.6354,1.5833,-2.05,1.5104
1/31/2003,0.3875,27.0333,12.2083,2.7292,2.2646,1.9375
2/1/2003,0.4083,27.6708,12.4833,2.1667,2.2063,2.4188
2/2/2003,0.6458,27.6188,12.3187,1.5208,1.5063,4.8458
2/3/2003,1.4396,27.2667,12.5063,1.5625,3.7812,3.3333
2/4/2003,1.9104,27.5042,13.5812,2.5417,3.9417,2.6104
2/5/2003,2.9921,22.05,12.75,3.2703,0.6974,4.2263
2/6/2003,3.0792,24.1083,14.2583,1.7083,-4.1875,2.075
2/7/2003,2.1839,26.129,14.6226,1.0645,-3.0645,2.2323
2/8/2003,1.5938,26.9896,13.9146,1.1042,-4.2952,3.1146
2/9/2003,2.3417,25.0375,14.8875,1.5417,-1.8354,2.5104
2/10/2003,2.2667,26.2938,15.7896,1.3125,-1.0208,1.3417
2/11/2003,1.8688,27.3896,14.6896,0.8958,-5.5638,2.7271
2/12/2003,2.2083,26.4187,14.9104,1.1875,-3.5359,3.2354
2/13/2003,2.1208,24.4104,13.8979,1.9583,-7.3143,3.1792
2/14/2003,1.8438,22.375,13.8104,4.3542,-6.9333,3.1958
2/15/2003,1.65,22.325,14.1104,3.2917,-7.4667,2.1375
2/16/2003,1.0188,22.8167,14.0479,3.3958,-7.2,2.5375
2/17/2003,0.0396,27.2354,13.1813,1.7708,-3.3896,3.0021
2/18/2003,-0.3854,28.575,11.8021,0.625,-1.5875,2.5771
2/19/2003,0.0667,27.7812,11.5458,0.5833,-0.8375,1.3708
2/20/2003,0.8167,26.5146,12.0937,0.5417,2.3292,1.7583
2/21/2003,1.25,26.6208,13.2938,0.3542,2.3688,1.575
2/22/2003,1.0854,28.1562,13.7458,0.3542,2.7542,1.8208
2/23/2003,1.2333,27.5417,13.0354,0.5,4.7042,2.7437
2/24/2003,2.7292,19.9229,12.9417,1.4583,-1.6625,2.8333
2/25/2003,2.9792,23.0917,14.5125,0.8333,-3.4457,3.6479
2/26/2003,2.4375,25.1063,14.1479,0.9167,-6.68,1.7854
2/27/2003,1.8313,27.1021,14.0417,0.5208,-3.1818,1.5354
2/28/2003,1.55,28.5667,14.2063,0.1042,-2.175,1.45
3/1/2003,2.1583,27.7188,14.3167,0.0833,-1.5062,1.1792
3/2/2003,2.15,28.5729,14.0542,0.0625,2.5021,2.6375
3/3/2003,2.6083,26.8438,13.4604,0.1042,-4.0313,4.4426
3/4/2003,3.4104,24.3292,14.275,0.6667,-1.5467,1.9479
3/5/2003,2.6396,27.0771,14.1312,0.2292,3.4083,2.0042
3/6/2003,1.5417,28.5854,12.6146,0.0625,-1.3447,2.6479
3/7/2003,2.0438,26.7333,12.9792,0.125,-2.729,2.1188
3/8/2003,3.2042,26.6521,14.4479,0.0417,0.9521,1.4896
3/9/2003,4.9146,23.7146,14.5417,0.2708,4.0583,4.0458
3/10/2003,4.7104,26.675,13.7979,1.1702,-5.4974,3.5313
3/11/2003,5.0312,25.05,13.9708,0.7292,-2.0395,2.5458
3/12/2003,5.7333,19.9667,14.075,3.1042,2.1125,2.4229
3/13/2003,3.7167,27.5937,13.2854,3.1667,-0.2167,1.7229
3/14/2003,2.8833,28.3896,12.5562,0.125,-3.9854,2.8489
3/15/2003,3.8375,26.5875,13.9125,0.1042,0.1667,1.4208
3/16/2003,4.4333,28.0396,14.5917,0.0208,5.1458,1.1292
3/17/2003,5.2521,28.5021,14.1583,0,6.8104,0.7375
3/18/2003,5.6375,28.8167,13.8938,0,3.3375,1.8292
3/19/2003,5.3958,29.2271,13.9458,                    ,-0.3479,1.9396
3/20/2003,5.85,28.1625,14.0771,                    ,1.9146,2.1625
3/21/2003,6.775,25.3604,12.8208,                    ,8.6062,2.4542
3/22/2003,6.7542,27.4396,11.2542,                    ,8.2646,0.975
3/23/2003,7.3917,27.7729,12.4208,                    ,7.2333,2.0729
3/24/2003,8.2562,28.6083,13.0521,                    ,3.6729,1.6771
3/25/2003,8.9854,26.7167,12.8792,                    ,2.3188,1.8792
3/26/2003,9.8283,23.0978,12.8848,                    ,7.8304,1.7978
3/27/2003,10.4938,26.6312,13.0458,                    ,8.3271,2.1042
3/28/2003,11.2417,26.7271,12.9188,                    ,6.2667,1.6146
3/29/2003,12.0889,23.2578,12.6244,                    ,10.4489,2.7422
3/30/2003,11.3708,25.9583,8.925,                    ,6.8542,2.9625
3/31/2003,8.8917,26.3792,7.8646,                    ,0.2708,3.1938
4/1/2003,8.9783,24.9609,11.0804,                    ,0.9609,2.6652
4/2/2003,8.6125,26.4167,11.5167,                    ,4.7479,1.3146
4/3/2003,8.1958,27.1062,11.1625,                    ,4.0958,1.1438
4/4/2003,7.3152,28.1109,10.0348,                    ,1.5319,1.8426
4/5/2003,6.0104,29.1208,9.5271,                    ,0.1,2.9
4/6/2003,6.7313,28.4,12.2208,                    ,                    ,                    
4/7/2003,8.1188,27.7188,13.9896,                    ,                    ,                    
4/8/2003,5.7208,28.85,12.0896,                    ,                    ,                    
4/9/2003,4.9237,28.5632,12.0974,                    ,                    ,                    
4/10/2003,5.8625,28.0458,12.7917,                    ,                    ,                    
4/11/2003,6.7042,28.4833,12.125,                    ,                    ,                    
4/12/2003,6.2963,27.6407,11.1704,                    ,                    ,                    
4/13/2003,6.8583,27.6437,12.5938,                    ,                    ,                    
4/14/2003,8.9348,25.6326,14.6717,                    ,6.8238,2.4333
4/15/2003,11.0578,13.7867,14.42,                    ,9.0956,3.8756
4/16/2003,11.137,19.5913,15.2348,                    ,9.4587,2.763
4/17/2003,9.9771,27.7396,11.1729,                    ,1.0875,2.3938
4/18/2003,9.5542,27.8854,13.1979,                    ,2.6917,2.5583
4/19/2003,9.9417,27.3875,14.3188,                    ,5.5375,2.0958
4/20/2003,10.234,28.4,12.5894,                    ,7.5553,1.6255
4/21/2003,11.2938,28.2563,13.125,                    ,7.2292,2.0021
4/22/2003,11.8708,28.2104,10.6146,                    ,5.7729,1.9813
4/23/2003,11.0979,28.0917,9.5104,                    ,7.9229,2.1417
4/24/2003,11.0167,29.0521,9.8771,                    ,5.8333,3.1271
4/25/2003,11.4146,27.7562,12.3667,                    ,6.6417,1.6625
4/26/2003,11.6854,28.5438,9.6437,                    ,8.7521,3.5458
4/27/2003,11.3688,28.1,9.2625,                    ,8.3354,2.4583
4/28/2003,12.5638,26.1809,14.0553,                    ,11.6064,1.9426
4/29/2003,13.3896,26.725,13.1979,                    ,12.3104,2.1812
4/30/2003,14.1313,27.7792,10.3396,                    ,11.0563,2.1021
5/1/2003,14.4417,26.9458,11.0312,                    ,11.0708,2.2417
5/2/2003,14.75,27.0354,10.0063,                    ,13.2687,2.0542
5/3/2003,14.4521,26.0646,8.2583,                    ,8.9146,3.5792
5/4/2003,14.2396,28.6125,7.4625,                    ,9.3375,1.6771
5/5/2003,15.45,28.3125,9.3042,                    ,9.2167,1.3792
5/6/2003,15.5604,28.1833,7.55,                    ,10.2562,1.2854
5/7/2003,14.775,27.9646,5.8833,                    ,12.3208,1.1333
5/8/2003,15.1,28.7812,6.3271,                    ,8.8375,1.7813
5/9/2003,14.2667,27.6479,6.3667,1.2692,10.5896,1.0125
5/10/2003,15.6255,27.3766,8.4936,1.2553,10.6362,1.7277
5/11/2003,16.5063,28.4917,8.6604,1.0417,9.6083,2.6167
5/12/2003,15.9354,29.1208,7.8583,1,10.0396,2.1646
5/13/2003,16.0313,28.4979,9.6896,1.0417,12.0125,2.2708
5/14/2003,16.3213,28.6723,8.7149,1.2553,11.8872,1.7681
5/15/2003,16.7396,28.5458,8.4188,1.3542,11.9958,1.9771
5/16/2003,16.8021,27.9729,8.1312,1.125,8.4229,2.4167
5/17/2003,15.1042,27.2958,7.7896,1.5,7.2292,2.2875
5/18/2003,15.6271,26.9333,8.1771,1.7083,10.8125,1.4188
5/19/2003,16.8812,27.5167,8.2292,1.5417,14.4417,1.3458
5/20/2003,18.3458,25.4708,9.2917,1.0833,14.8708,1.25
5/21/2003,19.0511,26.8574,8.5809,1.0851,12.866,1.6064
5/22/2003,17.7062,30.3458,6.1896,1.0417,9.975,1.7042
5/23/2003,15.7229,30.5917,5.8563,1.0833,9.8125,1.6271
5/24/2003,15.0271,30.2687,6.4396,1.2083,10.3979,2.1917
5/25/2003,14.6042,30.0771,7.0417,1.3542,10.2542,2.4896
5/26/2003,14.7125,30.1354,7.5917,1.0208,9.2229,2.1771
5/27/2003,14.1167,30.3062,7.2125,1.0417,10.1583,1.7625
5/28/2003,14.6826,28.9196,11.613,1,12.8087,1.8478
5/29/2003,15.8826,28.0043,13.2717,1,13.213,2.6239
5/30/2003,17.4667,29.0917,12.1646,0.9792,16.4375,1.2958
5/31/2003,18.6563,29.2479,10.6625,0.875,15.7229,1.2292
6/1/2003,18.5396,29.6688,6.8438,0.9167,13.9938,3.5042
6/2/2003,17.8233,28.2884,7.0698,1.0233,14.514,2.9279
6/3/2003,18.6468,25.5809,11.2511,0.3617,15.3064,2
6/4/2003,18.5979,26.7854,8.8438,0,12.3125,1.5437
6/5/2003,16.9021,28.0604,4.6125,0,13.925,1.1604
6/6/2003,17.1458,26.4479,8.4688,0.0625,16.7792,1.6646
6/7/2003,18.4521,24.6021,10.3104,0.6458,15.0979,0.9062
6/8/2003,18.2062,27.3563,6.1187,0.2444,13.8479,1.3417
6/9/2003,18.125,28.2062,6.7062,0.1304,13.5313,1.5896
6/10/2003,19.237,26.5044,10.2087,0.1778,17.25,1.8696
6/11/2003,20.2478,24.9565,10.6696,0.0227,17.5543,1.763
6/12/2003,20.1511,27.2106,4.2809,0.5778,16.6149,1.0617
6/13/2003,18.9104,27.6104,2.5521,0.1915,13.8063,1.9354
6/14/2003,18.2163,26.5651,5.4605,0.7907,16.0209,1.007
6/15/2003,19.0381,26.2,6.6976,0.9048,15.7881,1.0357
6/16/2003,20.0872,28.1128,6.4553,0.617,12.6745,1.7106
6/17/2003,20.2957,25.3723,8.7064,0.8511,13.6319,1.3489
6/18/2003,20.5979,27.1,4.675,0.2979,15.7562,1.2917
