DATE-YMD,Temperature,Salinity,Oxygen,Turbidity,AirTemp
9/27/2001,20.4187,32.8396,4.8688,10.0889,15.2646
9/28/2001,19.5696,33.087,5.163,13.0455,13.9543
9/29/2001,19.5043,33.3065,5.0109,8.0526,14.5804
9/30/2001,19.8867,33.1444,5.16,14,20.62
10/1/2001,20.1261,33.2152,4.3891,27.8409,14.3957
10/2/2001,19.2935,34.7761,4.0913,17.1304,13.2696
10/3/2001,18.7396,35.6104,3.9437,7.7826,13.4375
10/4/2001,18.2208,35.7854,3.8813,8.2292,13.8813
10/5/2001,18.1574,35.4681,4.6787,5.5957,15.2234
10/6/2001,17.8583,34.9854,5.0563,8.0833,14.2458
10/7/2001,18.3,34.9213,6.0596,8.5952,13.9277
10/8/2001,18.3646,34.9708,5.6896,11.7391,14.0562
10/9/2001,18.7149,35.0149,6.2362,8.234,14.0234
10/10/2001,18.6167,35.0625,6.8375,9.0625,12.95
10/11/2001,18.3563,35.0667,6.5646,8.5833,13.9979
10/12/2001,18.1187,35.1396,6.0792,9.0208,16.1
10/13/2001,18.5426,35.2319,6.2681,9.1064,16.6106
10/14/2001,19.0109,35.3587,6.3674,12.1739,17.9152
10/15/2001,18.4891,35.2674,5.887,11.4,13.3326
10/16/2001,17.6104,35.3063,5.0771,10.4681,13.1687
10/17/2001,17.6978,35.1783,5.4196,11.413,14.963
10/18/2001,17.3702,34.7979,5.2851,15.234,12.0149
10/19/2001,16.8604,34.3021,6.0917,37.0952,12.8271
10/20/2001,17.1771,34.2333,6.7625,43.3659,12.4104
10/21/2001,16.6167,34.4479,6.6167,31.6875,12.4208
10/22/2001,16.6792,34.5,6.8167,25.7872,12.7646
10/23/2001,17.3708,34.5542,7.3062,23,13.3417
10/24/2001,16.8521,34.6229,6.3083,19.2917,13.8229
10/25/2001,16.725,34.5458,6.2083,19.5625,14.1021
10/26/2001,17.0312,34.4875,5.8271,20.8542,12.0854
10/27/2001,16.7447,34.6681,6.3404,28.5833,13.7787
10/28/2001,16.8106,34.917,6.7298,49.5106,13.7404
10/29/2001,17.0814,35.6674,7.307,29.4359,15.3277
10/30/2001,16.7104,35.3083,10.1708,9.5208,14.8896
10/31/2001,16.7783,35.0978,10.8609,9.6,12.4717
11/1/2001,16.8787,35.066,11.4021,11.5957,11.4489
11/2/2001,16.7787,34.8915,9.3553,10.4043,11.1128
11/3/2001,16.7104,34.7833,5.1583,11.8333,11.3104
11/4/2001,16.7936,34.7532,5.8489,16.1915,11.9447
11/5/2001,16.5063,34.6792,5.8479,23.4468,11.7896
11/6/2001,15.7292,34.6646,5.7708,19.0625,11.6771
11/7/2001,14.8375,34.8438,6.6688,15.2083,11.3854
11/8/2001,15.1229,34.8854,6.8146,12.6596,15.9479
11/9/2001,15.5812,34.7938,6.9187,16.0625,13.8583
11/10/2001,15.1146,34.7687,6.2917,16.5208,12.8625
11/11/2001,16.3313,34.2271,6.6229,28.4583,17.5979
11/12/2001,15.8702,33.1255,9.8021,23.617,14.7596
11/13/2001,16.125,32.175,11.0396,24.6809,13.6292
11/14/2001,16.9208,32.6354,10.8271,21,13.7521
11/15/2001,16.3854,32.8229,10.325,27.5745,12.3417
11/16/2001,16.0896,32.8229,11.35,36.7292,12.4167
11/17/2001,15.7437,32.8646,11.4729,27.1915,12.0604
11/18/2001,14.9437,32.9417,12.1917,38.3095,12.3292
11/19/2001,14.6792,32.9917,10.2479,13.625,13.0458
11/20/2001,14.9104,33.0354,9.7542,11.375,14.2375
11/21/2001,15.6583,33.0229,9.6,20.125,14.6604
11/22/2001,16.2521,32.4667,10.7271,14.5625,14.9208
11/23/2001,15.5292,32.6917,10.6854,18.6667,12.3271
11/24/2001,14.7667,32.0271,11.7042,30.3958,12.4083
11/25/2001,12.6604,30.9396,11.0438,17.375,8.5083
11/26/2001,12.8333,30.4308,8.9538,11.7179,8.9521
11/27/2001,11.8875,30.7,6.2958,7.5476,8.2125
11/28/2001,10.9625,31.1958,5.7542,6.8333,9.85
11/29/2001,12.3938,29.7479,6.8667,9.5625,11.0812
11/30/2001,12.5646,29.7708,6.8187,13.0417,9.1104
12/1/2001,12.2458,29.3687,2.9457,17.0833,10.8
12/2/2001,12.5083,27.6021,5.4854,22.5625,12.2708
12/3/2001,12.3333,26.9146,5.6958,12.7292,9.4479
12/4/2001,12.5208,26.9167,5.7,11.5532,8.2229
12/5/2001,12.5708,26.6938,4.8875,5.6458,10.1354
12/6/2001,13.1234,26.8957,4.7915,12.6279,12.5447
12/7/2001,13.3625,27.5458,4.725,14.9583,12.4542
12/8/2001,12.8938,27.8021,5.1542,56.5208,13.0354
12/9/2001,12.175,28.0729,4.7813,43.1304,9.2875
12/10/2001,11.1511,28.5638,5.3702,22,8.1298
12/11/2001,11.1896,29.1375,5.4021,25.8125,8.4396
12/12/2001,12.1213,29.4043,4.8255,28.4043,10.3553
12/13/2001,11.8362,29.6766,4.6872,24.413,8.7702
12/14/2001,11.2896,29.0104,4.9021,36.5625,9.6854
12/15/2001,10.65,29.0312,4.7854,31.4792,7.0687
12/16/2001,10.8313,29.0271,5.0896,60.9773,8.4313
12/17/2001,11.3146,28.7104,4.85,29.8864,10.1479
12/18/2001,11.3146,28.7958,5.2521,36.4792,9.4333
12/19/2001,11.1826,28.7457,5.6587,21.7273,8.5674
12/20/2001,10.8771,27.9792,5.0708,28.5,9.5354
12/21/2001,10.3766,25.3638,6.8894,22.8511,8.8574
12/22/2001,10.7229,24.05,7.6646,12.1042,9.9125
12/23/2001,11.8553,24.3681,8.2745,8.7111,10.8
12/24/2001,11.4489,25.0681,5.8596,12.1064,9.7298
12/25/2001,11.9913,25.4935,6.887,6.8696,10.4696
12/26/2001,12.4702,26.1234,6.7872,7.8511,12.3936
12/27/2001,12.2042,27.4563,6.5333,7.0833,12.7813
12/28/2001,12.0396,27.7333,5.6708,6.6596,11.6313
12/29/2001,12.1167,27.7,6.3146,6.7292,11.8146
12/30/2001,12.3104,26.3042,5.6396,8.8958,12.4021
12/31/2001,12.8729,25.7667,6.075,10.6042,12.6979
1/1/2002,13.0479,25.8292,5.5542,14.1042,13.0771
1/2/2002,13.3125,25.1583,5.0646,10.4167,13.4229
1/3/2002,13.2229,24.3708,5.9312,11.6875,10.3479
1/4/2002,12.6188,24.2042,6.2021,10.1277,10.3479
1/5/2002,12.2457,24.0043,6.4065,10.6304,11.05
1/6/2002,12.4156,24.2911,6.2689,10.0667,11.2222
1/7/2002,12.0638,24.8319,7.3681,8.617,8.4979
1/8/2002,12.4766,25.8468,6.7106,11.1915,10.4149
1/9/2002,13.4702,27.034,5.9043,9.7609,11.4617
1/10/2002,13.3812,27.425,6.4437,8.8958,12.1229
1/11/2002,13.1333,28,6.7583,9.6042,13.1396
1/12/2002,12.9792,27.9875,6.9542,7.1702,9.4146
1/13/2002,12.2196,28.8478,6.9891,7.9565,10.0174
1/14/2002,11.3125,28.9896,7.2625,5.3542,7.4021
1/15/2002,10.5553,29.0596,7.5489,5.8298,6.7213
1/16/2002,9.8062,28.9563,8,4.4167,5.5479
1/17/2002,9.5958,29.1521,7.6729,5.8958,6.2958
1/18/2002,9.7,29.0917,7.7729,6.7708,6.3375
1/19/2002,9.7937,29.0187,7.9708,5.6667,6.5812
1/20/2002,9.9938,29.3021,7.8729,5.8511,7.2604
1/21/2002,10.4625,29.2646,7.9104,5.7917,7.4896
1/22/2002,10.6702,29.4489,9.3298,5.2766,5.6106
1/23/2002,9.7568,29.9409,11.7727,3.5909,4.3
1/24/2002,9.7378,29.7822,11.2044,4.5778,5.9489
1/25/2002,10.0956,30.4511,11.7422,5.3556,7.5622
1/26/2002,10.1979,30.2875,9.4042,5.5208,8.3542
1/27/2002,10.7277,30.6702,10.5957,5.766,6.8043
1/28/2002,10.0479,30.325,10.2271,6.75,3.7438
1/29/2002,9.7043,30.1298,10.2532,5.5319,3.6511
1/30/2002,8.9542,29.8708,10.1125,6.0208,3.5812
1/31/2002,8.75,29.7375,10.1042,8.5208,4.7125
2/1/2002,9.1854,29.7729,10.1896,8.6596,6.2688
2/2/2002,9.4364,30.0523,9.7932,19.0698,8.2091
2/3/2002,10.0638,29.9894,9.7809,13.1333,9.8426
2/4/2002,11.1152,29.9739,10.0283,13.2222,10.3739
2/5/2002,11.2174,30.2457,10.4065,10.6222,8.2935
2/6/2002,11.4932,30.6023,10.5182,8.5455,7.8568
2/7/2002,12.0574,30.4,9.5191,6.5957,11.4106
2/8/2002,13.175,30.1182,10.9455,9.0227,9.6364
2/9/2002,12.3894,30.2043,10.2574,7.1957,11.9106
2/10/2002,12.6318,30.4773,10.1818,6.2273,14.3273
2/11/2002,13.0217,30.6,9.9065,5.3043,13.1674
2/12/2002,12.7667,30.6733,9.5356,6.3111,10.74
2/13/2002,12.6875,30.7042,9.2979,6.625,10.1625
2/14/2002,12.3792,30.6687,9.1146,5.3333,9.9396
2/15/2002,12.9689,30.6867,9.1556,4.7778,10.9667
2/16/2002,13.0152,30.6087,8.3935,4.3913,10.0196
2/17/2002,13.26,28.6511,7.9311,4.8667,8.4622
2/18/2002,13.0636,28.1727,9.4182,5.7381,9.0432
2/19/2002,13.6222,28.7178,6.4178,4.6087,11.1978
2/20/2002,15.6833,29.2143,8.0571,                    ,13.2452
2/21/2002,16.4561,29.3415,6.422,                    ,15.322
2/22/2002,17.1462,29.1821,7.7385,                    ,14.341
2/23/2002,16.569,29.2381,6.081,                    ,11.5571
2/24/2002,16.2273,29.5273,7.2386,                    ,10.3432
2/25/2002,15.9511,29.9489,6.3911,                    ,14.9444
2/26/2002,15.7867,30.2778,7.3,                    ,15.4067
2/27/2002,16.0255,30.5979,6.2553,                    ,16.6787
2/28/2002,15.5911,30.7,4.9333,                    ,12.3111
3/1/2002,14.7149,30.9617,5.5383,                    ,10.4936
3/2/2002,13.4889,30.9133,5.0822,                    ,10.7511
3/3/2002,14.2911,31.0044,5.9978,                    ,11.08
3/4/2002,14.5532,31.0936,6.1255,                    ,10.0192
3/5/2002,15.6478,31.1522,5.087,                    ,10.887
3/6/2002,16.1364,30.6727,5.5955,                    ,12.7932
3/7/2002,14.7149,30.1489,6.6957,                    ,10.7191
3/8/2002,13.4267,30.1533,6.9244,                    ,7.1844
3/9/2002,13.2545,30.075,6.8068,                    ,8.5364
3/10/2002,14.5091,29.5818,7.2909,                    ,9.8841
3/11/2002,15.75,29.7435,6.7891,                    ,12.0739
3/12/2002,16.4957,29.7087,6.213,                    ,11.4717
3/13/2002,14.6783,29.9043,5.3957,                    ,9.2413
3/14/2002,13.283,30.0362,4.1574,                    ,8.5404
3/15/2002,12.8913,30.1174,3.9848,                    ,7.4804
3/16/2002,12.1178,30.2556,4.3022,                    ,8.4667
3/17/2002,11.4783,30.3333,3.1152,                    ,6.8304
3/18/2002,10.7222,31.3182,5.3822,6.0455,8.3756
3/19/2002,12.5089,31.46,4.4578,6.4889,9.3
3/20/2002,14.5605,31.4488,4.614,17.7143,11.5884
3/21/2002,15.6295,31.2796,5.725,15.7273,10.2477
3/22/2002,14.7,31.1956,5.5467,11.4222,11.18
3/23/2002,15.35,31.05,7.8875,5.6,11.515
3/24/2002,15.5705,31.2636,8.3409,7.5,10.1068
